2สา2ฬü1ฮภ,5133
2สา1ฬü1ฮภ,2451
3สา2ฬü2ฮภ,1793
3สา2ฬü1ฮภ,1275
1สา1ฬü1ฮภ,857
3สา1ฬü1ฮภ,339
2สา2ฬü2ฮภ,241
4สา2ฬü2ฮภ,206
5สา3ฬü3ฮภ,42
4สา3ฬü3ฮภ,30
5สา2ฬü2ฮภ,22
4สา3ฬü2ฮภ,19
1สา0ฬü0ฮภ,18
1สา2ฬü1ฮภ,17
5สา3ฬü2ฮภ,17
1สา0ฬü1ฮภ,16
4สา2ฬü3ฮภ,16
3สา3ฬü2ฮภ,14
3สา1ฬü2ฮภ,13
6สา3ฬü3ฮภ,12
4สา2ฬü1ฮภ,12
5สา3ฬü4ฮภ,11
5สา2ฬü3ฮภ,10
2สา1ฬü2ฮภ,8
3สา3ฬü3ฮภ,7
1สา1ฬü0ฮภ,6
3สา2ฬü3ฮภ,5
6สา3ฬü4ฮภ,4
6สา3ฬü2ฮภ,4
5สา2ฬü4ฮภ,4
2สา2ฬü0ฮภ,4
9สา9ฬü8ฮภ,3
5สา4ฬü4ฮภ,3
6สา4ฬü3ฮภ,3
4สา3ฬü4ฮภ,3
7สา3ฬü4ฮภ,2
7สา3ฬü3ฮภ,2
5สา4ฬü3ฮภ,2
7สา3ฬü2ฮภ,2
2สา1ฬü0ฮภ,2
4สา4ฬü4ฮภ,1
1สา9ฬü1ฮภ,1
4สา2ฬü5ฮภ,1
6สา5ฬü6ฮภ,1
9สา9ฬü9ฮภ,1
2สา3ฬü1ฮภ,1
7สา5ฬü6ฮภ,1
1สา1ฬü2ฮภ,1
1สา8ฬü1ฮภ,1
6สา4ฬü4ฮภ,1
9สา5ฬü5ฮภ,1
4สา4ฬü3ฮภ,1
4สา2ฬü4ฮภ,1
3สา3ฬü1ฮภ,1
4สา1ฬü1ฮภ,1
8สา4ฬü6ฮภ,1
6สา5ฬü5ฮภ,1
6สา5ฬü3ฮภ,1
5สา1ฬü1ฮภ,1
7สา2ฬü4ฮภ,1
