,id,shiqu,总价,均价,面积,小区,样本数量
650,5820.681818,2,191.8181818,12822.45455,149.6281818,政协小区,22
1148,1875.09375,1,66.675,12809.1875,52.20625,莲池南大街西区,32
1241,8180.7,3,103.94,12801.2,81.378,鑫丰小区,10
1097,834.4166667,1,109.525,12796,85.45166667,罐头厂宿舍,12
1159,2022.567568,1,115.3945946,12795.45946,90.23459459,裕丰三期,37
139,1407.428571,1,79.35714286,12780.42857,62.66,九三宿舍,7
805,1299.925926,1,136.4851852,12778.14815,106.7859259,气象小区,27
1123,5767.0625,2,110.280625,12749.1875,86.54,花园里菊园,16
22,9120.375,3.25,139.45,12743.125,108.08,万博园小区,8
1018,2058.423077,1,135.0923077,12735,106.9555769,秀兰康泽园南区,52
836,8777.166667,3,104.3,12712.16667,83.49833333,河北安装生活区,6
1016,5795.170213,2,143.2404255,12708.78723,114.4261702,秀兰康欣园南区,47
649,2039.038462,1,110.8076923,12703.03846,88.21307692,振兴里小区,26
620,8526.333333,3,125.1666667,12694.16667,99,康居二期,6
479,1709.166667,1,64.65,12693.5,50.93333333,地运公司宿舍,12
1254,5768.0625,1.875,76.3625,12690.0625,60.109375,铁路二房舍,16
922,7829.545455,3,59.27272727,12684.27273,46.90909091,瑞祥大街163号院,11
1282,9667.732143,3.160714286,136.8142857,12669.42857,108.1996429,阳光盛景,56
847,7168.266667,2.466666667,112.9533333,12663.66667,89.17333333,洪恩尚品,15
1224,9336.5,3,106.5722222,12656.22222,84.29555556,金昌小区,18
1008,1732.2,1,136.12,12650.93333,107.9433333,秀兰家园,15
1192,5967.5625,2.4375,103.5625,12643.625,83.1875,财政局宿舍,16
104,8831.545455,3.090909091,85.6,12607.81818,68.19090909,中华小区三区,11
927,5527.62069,2,72.2137931,12606.89655,57.49,田野宿舍,29
446,1458.68254,1,97.68412698,12604.96825,77.47269841,四中宿舍,63
1080,1604.71875,1,85.489375,12597.15625,68.6715625,红星小区,32
1122,6077.941176,2.117647059,113.1647059,12569.41176,90.61294118,花园里梅兰菊社区,17
705,8699.571429,3,114.4228571,12564.85714,90.71428571,晨苑小区,7
1119,5752.714286,2,98.42857143,12543.71429,78.22857143,花园里兰园,7
171,5594.5,2,71.65,12537.5,57.124,京电北院,10
580,9002.909091,3,61.56363636,12535.63636,49.36363636,工行宿舍(恒祥南大街),11
432,9437.428571,3,66.02142857,12520.71429,52.71428571,和平里电业局宿舍,7
137,5344.772727,2,89.00454545,12483.95455,71.47272727,乐凯第三生活区,22
1173,1318.5,1,71.1875,12459.75,58.22,西下关街76号院,8
929,11697.5,4,126.125,12448.3125,102.673125,电业小区,16
1303,7598.571429,2.571428571,108.3357143,12434.28571,88.89285714,青竹园,14
400,8611.915663,3,73.08313253,12403.83133,58.92939759,双井小区,83
1272,1671.5625,1,69.2625,12392.875,56.625,长城南大街210号院,16
604,8325.157895,3,102.1421053,12380.63158,82.97631579,帅府小区,19
1015,5163.69697,2.060606061,106.5575758,12380.54545,86.97060606,秀兰康欣园北区,33
1219,1481.735294,1,140.0647059,12353.02941,115.8420588,金丰花园,34
586,8815.714286,3.047619048,112.2047619,12336.09524,91.45761905,市三医院生活区(东院),21
402,8901.672727,3.018181818,77.14727273,12330.16364,62.45509091,双彩小区,55
322,5495.789474,2,78.11052632,12324.52632,63.59473684,化纤西区,19
1210,4511.25,2,73.75,12320.75,60.375,邮电宿舍(七一中路),8
673,8924.225,3.025,61.545,12314.475,50.1625,新华村小区,40
1227,8830.636364,3,98.76363636,12295.45455,80.49318182,金昌西小区,22
720,5752.541401,2.318471338,126.563535,12293.25478,99.85974522,朝阳首府,314
212,7371.714286,3,43,12285,35,保定市饮食服务公司宿舍,7
409,7922.764706,3,89.52941176,12281.52941,72.88235294,合作小区,17
433,5956.1875,2.1875,109.40625,12265.3125,89.45,和美鑫苑,32
1162,1888.190476,1,126.1190476,12257.59524,104.5721429,裕丰家园二期,42
395,5730.111111,2.222222222,121.3333333,12241,99.43333333,博鑫青年城,9
1088,5348.142857,2,68.08571429,12214.42857,56,纸厂宿舍,7
522,1633.586207,1,116.1,12209.93103,95.41258621,天马小区,58
600,8057.655172,3,123.8551724,12204.17241,101.3310345,市直机关第六生活区,29
251,2100,1,89,12200,72,先锋社区,6
454,4381.071429,2,121.8,12195.42857,99.78571429,园林府邸,14
78,8718.416667,3,126.25,12192.83333,104.5983333,东方云顶,12
1264,890.2,1,79.02,12182.6,64.58,银行宿舍,10
1295,2562.5,1,92.21666667,12174.33333,75.325,雪香花园,6
259,1852.571429,1,79.35714286,12174.14286,65.05428571,八中宿舍,7
757,1307.230769,1,89.67307692,12157.57692,74.93346154,杨庄小区,26
753,2367.176471,1,72.7,12153.52941,59.88235294,朱家园,17
260,4600.292683,2,80.0097561,12135.70732,66.01780488,公交园小区,41
1271,6447.153846,2,132,12121.15385,108.8369231,长城公寓,13
769,5556,2,70.65625,12119.8125,58.1875,棉纺厂宿舍,16
121,6275.8,2.133333333,69.11666667,12093.2,57.86866667,中诚碧桂园璟公馆,30
70,8954.066667,3,76.02,12066.86667,62.4,东元宝,15
1274,1648.205882,1,102.0882353,12066.23529,85.52941176,长城宿舍(长城南大街),34
1200,5993.444444,2.444444444,59.11111111,12059.22222,47.44444444,轻工局宿舍,9
474,8109.375,2.75,73.175,12044.25,61.02125,地建小区,8
236,10693.43636,3.563636364,132.6127273,12028.14545,110.052,假日丽城,55
895,5217.882353,2,82.73529412,12013.70588,68.97529412,燃气公司宿舍,17
515,5727.333333,2,64.65,12003.91667,53.98333333,天威南社区,12
1157,8170.714286,2.857142857,51.57142857,11992.85714,43,蘇園,7
893,6847,2.5,74.23333333,11983.66667,61.56666667,燃料公司宿舍,6
74,8876.230769,3.076923077,116.2923077,11978.30769,97.03769231,东城名筑,13
321,5627.25,2,80.74166667,11969.29167,69.28583333,化纤东生活区,24
1113,1666.15,1,78.08,11961.35,65.26,老建华小区,20
1021,12149.46154,4,112.8,11960.38462,93.73846154,秀兰时代广场,13
533,8038,3,117.7777778,11954.22222,97.33333333,学府花园,9
448,5751.833333,2,85.86666667,11941.66667,72.47083333,四八二二区,12
1211,1054.125,1,65.7,11912.5,55.175,邮电宿舍(裕华东路),8
363,5869.179612,2.310679612,133.5908252,11895.30583,112.0973301,华中假日丽城,206
73,1716.529412,1,61.89215686,11874.72549,52.86235294,东升街50号院,51
899,8487.780488,3,120.6902439,11871.7561,100.1214634,爵仕豪园,41
741,9167.736842,3.052631579,142.5052632,11868.89474,118.6052632,未来城A区,19
958,10398.66452,3.44516129,118.0503226,11864.09677,100.1423226,直隶新城,155
1258,1946.222222,1,70,11857.33333,58.97777778,铁路宿舍(史庄街),9
419,4600.777778,2,131.5111111,11847.66667,113.5555556,后屯小区,9
375,8406.833333,3,46.66666667,11842,39.33333333,华电宿舍,6
852,12397.33333,4,111.0666667,11835.88889,93.91444444,浩正美澜湾,9
221,5524.857143,2,89.42857143,11834.42857,75.30428571,保定热电厂二生活区,7
806,2184.9,1,134.08,11821.2,113.606,气象局宿舍,10
404,9287.571429,3,72.94285714,11806.85714,61.76857143,双胜街小区,7
1267,1618.410448,1,128.2446269,11798.93284,108.263209,锦绣城,134
601,9127.041667,3,69.6625,11775.125,59.235,市税务局宿舍,24
652,8505.25,3,78.7375,11762,66.83125,教委宿舍(红阳大街),8
1143,8727.938462,3.076923077,116.6969231,11710.86154,99.46692308,荣联天下城,65
345,1231.111111,1,108.1111111,11703.66667,92.15,北市区粮局宿舍,9
312,1654.285714,1,64.4,11696.28571,55.05285714,劳技校宿舍,7
920,8826.2,3,84.4,11673.3,72.109,琅瑚街小区,10
603,8702.125,3,81.575,11665.75,70.125,市粮食局宿舍,8
626,1888.647059,1,110.8647059,11658.70588,94.60941176,建园小区,17
670,8448.869565,3.043478261,69.47826087,11656.08696,59.39130435,新北街住宅楼,23
361,2318,1,65.64444444,11638,55.06777778,十方小区,9
1000,2121.45,1,62.845,11631.15,54.059,秀兰公寓,20
971,1445,1,85.16666667,11589.66667,73.33333333,省医院宿舍(红旗南大街),6
943,6557.555556,2,89.47777778,11584.66667,79.39444444,百花小区,9
945,1999.846154,1,68.33846154,11570.19231,59,百货站宿舍,26
1257,3668.714286,1.571428571,82.28571429,11570.14286,72.50714286,铁路宿舍,7
320,1123,1,76,11566.5,65.41666667,化工宿舍,6
1084,1961.333333,1,81,11559.33333,69.5,红联小区,6
1160,1399.833333,1,130.3333333,11545.33333,110.545,裕丰家园一期,6
445,1406.727273,1,69.57272727,11540.72727,61.18181818,四一七大院,11
1268,1600.677419,1,126.5362903,11510.80645,109.0279032,锦绣城二期,124
1036,3976.166667,1.5,61.5,11504.83333,53.71333333,秀兰生活广场,6
252,1997.111111,1,79.26666667,11503.66667,69.6,光华小区,9
235,6740,2.333333333,117.8333333,11489,100.3333333,保险公司宿舍,6
1047,1381.590909,1,106.0840909,11436.43182,93.21454545,秀兰裕丰新区,44
530,5285.777778,2,79.84444444,11418.44444,69.73333333,如意园,9
72,9066.230769,3,66.49230769,11405.46154,58.95230769,东升小区,13
1067,1673.666667,1,111.6666667,11401.66667,96.53333333,糖酒公司宿舍,6
843,8506.857143,3,87,11388.57143,77.44857143,法院宿舍(红阳大街),7
593,7949.888889,2.555555556,68.13333333,11368.55556,60.38888889,市政宿舍,9
615,2112.9,1,95.24,11366,84.1,府河美岸,10
534,4986.333333,2,100,11346.5,92.33333333,学苑小区,6
1029,12787.125,4,121.75,11339.25,107.175,秀兰湾A,8
1161,1689.076923,1,105,11337.92308,93.05615385,裕丰家园东区,13
94,1910.466667,1,107.6333333,11325.2,95.13333333,东祥小区西区,15
44,10264.72727,3.363636364,88.95454545,11324.68182,77.66818182,万和蓝山,22
576,6253.285714,2.285714286,89.78571429,11318.42857,79.02428571,工商局宿舍,7
181,7999.636364,3,110.8,11295.36364,100.8181818,任达佳苑,11
1265,5489.923077,2,75.38461538,11288.38462,67.41923077,铸机厂宿舍,13
1223,1725.571429,1,66.45714286,11259.42857,59.04285714,金庄小区,14
560,5835.117647,2,59.61764706,11255.58824,53.17647059,富祥小区,17
447,5654.9,2,100.2,11243.2,89.641,四八二三区,10
53,1910.666667,1,119.3111111,11191.66667,106.7555556,三丰路小区,9
1071,8650.2,3,66.28666667,11186.33333,59.56133333,紫河套小区,15
1154,1960.666667,1.023255814,102.8829457,11158.68992,91.93263566,蓝湖郡,129
1033,10756.75,3.5,107.225,11158.3125,95.946875,秀兰湾B区,16
514,5993.153846,2,105.8153846,11145.23077,93.53846154,天威北社区,13
380,5268.666667,2,70.52083333,11121.70833,63.14,南基地小区,24
748,9352.5,3.2,68.3,11064.5,62.351,未来石,10
937,9368.875,3,63.2625,11052.625,56.875,电谷中央时区,8
558,5151.357143,2,87.12619048,11051.2381,79.25785714,富昌园,42
1011,12506.07692,4,102.9538462,11048.69231,93.00384615,秀兰尚都,13
182,7432.352941,2.764705882,126.6941176,11014.82353,115.3529412,传输局宿舍,17
1281,6531.7,2.2,113,11009.7,103.19,阳光水岸,10
1310,8756.357143,3,97.85892857,11005.78571,88.08214286,领秀紫晶城,28
970,1284.541667,1,83.61666667,10998.95833,75.85,省医院宿舍(普庆路),24
415,9250.875,3,109.625,10989.625,100.21625,同美生活区,16
25,11919.375,4,115.75,10981,106.9725,万和城,8
1294,1088.461538,1,80.7,10932.92308,73.73846154,隶都景苑,13
715,5367.85,2,93.29,10906.85,85.8,朝阳小区,20
507,9145.071429,3,58.5,10902.64286,53.28928571,大纪家社区,14
656,2041.819444,1,101.7576389,10895.79167,93.16666667,文津花园,72
1081,1820.181818,1,91.81818182,10853.90909,84.59090909,红星小学宿舍,11
424,11720.35714,3.857142857,51.95714286,10853.71429,48.00071429,向阳驿,14
467,5934,2,156.2857143,10839.28571,144.5228571,国税局宿舍,7
1207,1966.25,1,82.075,10784,76.5,通联小区,8
1041,10315.40741,3.462962963,110.8888889,10765.37037,102.8014815,秀兰花漫里,54
36,5401,2,114.4285714,10749.71429,106.0057143,万和悦都,7
483,5403.5,2,118.2083333,10728.5,112.4241667,基泰小区,12
27,7357.375,2.5,92.78125,10684,81.75,万和城B区,8
1309,8397.1,3,121.04,10679.7,113.065,领秀世纪城,10
440,2334.166667,1.19047619,97.61904762,10661.40476,93.21404762,哈罗城西区,42
408,1597.125,1,66.275,10640.625,62.555,史庄街57号院,8
883,1663.363636,1,54.53636364,10632.27273,51.40454545,灵雨寺小区,11
1127,12261.58621,3.931034483,110.1482759,10575.17241,103.317931,花漫里,29
250,1600.857143,1,63.62244898,10571,60.01653061,先锋机械厂宿舍,49
902,7129.428571,2.714285714,106.9214286,10544.28571,101.2232143,状元新府,28
913,699.8571429,1,57.4,10524.42857,54.66571429,王范庄宿舍,7
589,4948,2,163.2545455,10500.18182,156.9727273,市三建宿舍,11
122,1269.076923,1,87.92692308,10482.46154,83.30384615,中铁家园,13
1005,1773.866667,1,96.38333333,10455.36667,92.32533333,秀兰城市美地,30
126,4120.363636,2,129.0909091,10409.81818,124,中鲁岗新村,11
1028,11730.4,3.857142857,99.98285714,10389.08571,96.08542857,秀兰湾,35
37,6342.219231,2.346153846,87.645,10378.73846,84.56453846,万和春天,260
1126,8598.166667,3,63.88333333,10355.33333,61.5,花椒园小区,12
1326,4406.846154,2,57.61538462,10348.03846,54.61538462,香溪茗苑,26
1132,5810.04,2.12,80.71,10292.38,78.18,苏堤杭城,50
1245,1979.2,1,193.9333333,10217.33333,191.3333333,鑫达城(别墅),15
175,7825.625,3,123.25,10208.5,120.75,人行宿舍(瑞祥大街),8
1092,1790.266667,1,94.97833333,10179.61667,92.48333333,维多利亚上院,60
9,12910,4,103.3333333,10178,99.66222222,U100,9
547,1534.111111,1,91.33333333,10145.66667,90.11111111,宜运佳苑,9
388,1620.842105,1,99.16578947,10132.36842,98.57578947,南湖春晓,38
644,1944.731707,1,89.66097561,10094.29268,89.03560976,悦水澜庭,41
998,6823.833333,2.444444444,71.18888889,9992.555556,73.62777778,秀兰u100,18
759,2154.230769,1,106.2307692,9869.461538,107.8076923,枫林花溪,13
376,1325.7,1,97.599,9831.3,100.7295,华舜学府,20
851,4732.052632,1.947368421,67.00052632,9816.526316,66.72684211,浩正美林湾,19
1202,12604.83333,4,46.5,9812.833333,47.265,辛源中央公馆,6
915,1860.666667,1,116.9833333,9778,117.7833333,玫瑰园,6
1270,1604.238095,1,85.56666667,9772.285714,87.0952381,锦绣鑫城,21
1253,8705.222222,3,43.37777778,9770.222222,44.22222222,铁路七房舍,9
1319,11881.19608,3.803921569,55.09607843,9765.490196,57.5527451,香溪名汇,51
254,9758,3.142857143,46,9621.571429,48.07,光达e时代,7
444,1542.708333,1,100.3333333,9583.375,105.46625,嘉森理想城,24
109,11650.36364,4,52.02727273,9431.363636,53.73363636,中央公馆,11
802,9033.049123,3.066666667,98.89235088,9397.719298,105.245193,民生和院,285
1105,10659.52632,3.473684211,45.59473684,9303.263158,49.08684211,翠园公寓,19
240,10581.66667,3.333333333,60.23333333,9256.833333,62.31666667,假日云鼎,12
1006,7312.560606,2.454545455,92.52575758,9254.469697,97.81181818,秀兰城市美居,66
923,12643.66667,4,50.33333333,9244.333333,61.66666667,璟公馆,6
729,12906,4,95.18333333,9181.5,104,朝阳首府和院,6
437,12577.33333,4,96.82592593,9122.740741,106.1922222,和院,27
1102,5122.25,1.875,68.9,8868.625,77.75,美林河畔,8
