,id,shiqu,总价,均价,面积,小区,样本数量
591,8614,3,67.41666667,8272.166667,81.16666667,尚达绿都,6
1452,8059.285714,3,83.71428571,8245.571429,101.7685714,龙泽苑,7
567,2259.333333,1,97.83333333,8197.666667,119.6666667,宏盛家园,6
162,1901.175,1,80.1975,8130,99.01675,五里华都,40
1450,1145.466667,1,78.92666667,8085.733333,99,黄庄小区,15
641,2565.333333,1,83.16666667,8050,106.4383333,幸福里小区,6
755,12844.9375,4,108.796875,7842.96875,138.65625,智慧谷,32
1388,2142,1,79.7375,7737.1875,101.605,青青花园,16
80,1441.727273,1,85.90909091,7709.909091,112.4545455,东城国际,11
560,13154.875,4,77,7670,100.75,学苑新城,8
372,12501.5,4,76,7301.5,103.85,北部大盘,6
373,12684.14286,4,66.57142857,7252,91.78571429,北部新城,7
844,1703.857143,1,72.90535714,7145.571429,102.6728571,橙市阳光,28
1167,1622.285714,1,68.88095238,6889.52381,103.0328571,美景东方,21
91,11348.125,3.625,71.5,6883.875,103.91,东来城,8
1220,12860.23118,3.967741935,65.53978495,6822.682796,96.22344086,蓝港国际,186
948,13348.11111,4,63,6774,93,物探新区,9
415,1527.357143,1,66.21428571,6738.071429,98.81,博雅A区,14
1174,2517.375,1,60.625,6708.375,91,翠景小镇,8
593,1851.923077,1,60.15384615,6700.769231,92,尧和宁苑,13
846,7989.941176,3,65.61764706,6614.764706,97.60588235,欧韵新城,17
1208,12403.05263,4,35.47368421,6535.631579,52.98210526,荣联·天下城,19
839,13561.85714,4,30,6521,46,榜样堂小区,7
841,12703.16667,4,29.9,6500,46,榜样堂，学区房,6
836,12623.02439,3.951219512,31.41463415,6365.536585,49.36853659,榜样堂,41
1050,1974.454545,1.136363636,48.55454545,6168.045455,80.15590909,碧水新居,22
1270,10777.72093,3.511627907,61.25581395,6158.697674,99.43255814,赫达梅林,43
922,4971.277778,2,49.48888889,6114.777778,82.66555556,溪岸花语,18
835,8939.675,3.125,29.485,6114.275,48.254,榜样公寓,40
937,6495.875,2.25,79.625,6100.875,124.3125,熙源浅隐珊,8
837,12328.84058,3.898550725,28.29710145,5979.942029,47.38144928,榜样堂公寓,69
968,11260.85714,3.571428571,85.76190476,5840.761905,143.9609524,生态新城,21
582,4783.25,2,56.625,5260.125,108.3,富景蓝湾,8
1175,9180.25,3.125,54.4,4871.375,112.2025,翰林学府,8
186,5670.235294,2.058823529,49.28941176,4589.117647,107.8235294,仙庭湖畔,17
1213,7469.866667,2.4,46.33333333,4516.866667,102.222,荷香别院,15
903,13480.83333,4,57,4384,130,浮然小区,6
908,13482.5,4,52,3989,130.35,涞源浮然小区大产权度假养生胜地,6
364,12970,4,39,3732.833333,106,北海蓝湾华府,6
