,id,shiqu,总价,均价,面积,小区,样本数量
193,2241.606061,1.090909091,131.9454545,15337.06061,86.16212121,佰盛东俪湾,33
146,5492.642857,2.142857143,155.4285714,15312.28571,102.6071429,九号公寓,14
711,8467.725,3,177.085,15185.675,116.0695,新东方凤凰城,40
437,7978.8,3,281.4,15164.6,184.33,名人国际(别墅),10
281,8669.125,3,132.45,15139.25,87.3,兴远现代城,8
1162,9170.490566,3.245283019,223.4320755,15136.81132,136.1415094,绿都皇城,53
1274,8528.448276,3.034482759,134.0068966,15110,88.96896552,迎宾小区(北区),29
252,6930.454545,2.436363636,181.6072727,15093.27273,119.5307273,假日雅典城,55
436,4523.714286,2,265.8571429,15048.35714,175.7628571,名人国际(公寓),14
909,1997.045455,1,118.3636364,15004.18182,79.38227273,淮军公所,22
1182,5488.444444,2,87.15,14991.33333,58,航天佳苑,9
911,8116.055556,2.944444444,166.1222222,14959.66667,109.0188889,清山公爵城,18
384,6271.55,2.4,192.39,14938.1,128.4885,华中国宅华府,20
630,5517.666667,2,105.6666667,14907.11111,71.2,市直机关宿舍一号区,9
708,6826.142857,2.380952381,158.952381,14835.85714,110.1666667,新世纪花园A区,21
279,1018.7,1,102.58,14829,70.984,兴华小区,10
157,9732.285714,3.380952381,189.2714286,14781.90476,128.7904762,云溪九城,21
70,6066.142857,2,168.7142857,14742.28571,119.4285714,世家花园,7
868,9132.166667,3.055555556,101.7222222,14647.05556,69.56,永北小区,18
137,4932,2,75.5,14599.5,52.83333333,乐凯二区,6
1065,8857.123596,3.02247191,157.4168539,14591.17978,103.7851685,秀兰城市花园,89
104,2108.682692,1.067307692,178.2769231,14590.02885,119.2744231,东部风景,104
704,5542.277778,2.111111111,162.0888889,14577.38889,107.2922222,新一代小区A区,18
119,6069.511628,2.093023256,159.3790698,14568,108.3130233,中央峰景,43
250,7843.4,3,188.1,14513.7,129.08,假日花园,10
396,6274.727273,2.181818182,140.0363636,14474.09091,96.36363636,卓正丽景溪城,11
1206,5651.444444,2.222222222,210.6666667,14463.44444,145.6222222,茗畅园,9
646,8016.692308,2.730769231,153.0019231,14438.69231,106.2357692,府上,26
869,8606.75,3,114.71,14373.35,79.384,永华园,20
963,8648.4,3.022222222,166.2422222,14353.46667,118.1102222,珑城花园,45
796,2554.134615,1.269230769,157.4648077,14351.96154,110.5842308,未来紫金府,52
723,1629.736842,1,133.3157895,14347.15789,93.39421053,新建华小区,19
199,12345.42857,4,125.8571429,14293.71429,88.97142857,保定,7
320,6513.166667,2.333333333,117.3083333,14286.75,81.5,勘察研究总院宿舍中区,12
862,5969.545455,2.363636364,145,14277.90909,104.2727273,水榭花城,11
131,8772.765957,3.063829787,180.087234,14180.85106,126.812766,丽景华庭,47
1236,1791.787879,1,94.74040404,14118.25253,67.51454545,裕华园,99
678,1465.142857,1,97.2,14051.28571,69.30785714,总督署小区,14
1255,9166.813559,3.050847458,121.7254237,14014.16949,86.85457627,西苑南社区,59
353,5124.769231,2,117.4230769,13958.76923,82.22923077,北基地小区,13
770,7906.517241,2.770114943,176.2512644,13954.04598,120.6003448,朝阳首府,87
206,5760.166667,2,96.06666667,13940.5,68.5,保定地质工程勘察院宿舍,6
864,5809.727273,2,76.47272727,13915.36364,54.95454545,水泥厂宿舍,11
784,7562.822222,2.622222222,88.04,13896.4,62.95711111,朝阳龙座,45
541,6826.25,2.5,133.8791667,13883.08333,97.84833333,天威绿谷,24
1216,1458,1,68.13333333,13870,49.66666667,莲池社区,6
318,1490.5,1,113.6416667,13833.08333,82.71083333,力高豪园,24
1119,7248.444444,2.444444444,103.8222222,13831.11111,76.46666667,竞秀小区,9
265,9607.190476,3.285714286,160.7047619,13795.88095,115.3895238,公园时代,42
154,1721.26087,1,62.68043478,13763.28261,46.15,二机床厂宿舍,46
1412,11276.44492,3.97740113,116.9062147,13760.86017,83.61107345,香溪名门,708
842,4855.333333,2,131.8333333,13752.33333,96.8,槐茂住宅小区,6
79,9781.333333,3.222222222,127.7777778,13745.44444,92.59888889,东城名筑,9
1140,1259.5,1,75.2375,13741.625,54.75,红星四号院,8
7,8341.5,3,150.76,13740.8,111.18,Park湾,10
955,9196.36,3.04,141.2098,13736,103.492,玉兰花园,50
111,9138.9,3.025,93.1225,13724.075,67.94075,中华小区五区,40
1076,5955.541667,2.25,74.375,13719.83333,55.30083333,秀兰新畿辅,24
1109,8989.336364,3.054545455,184.9972727,13693.73636,134.5311818,秀兰锦观城,110
483,9849.92,3.36,159.012,13647.36,116.628,国宅华园,25
1310,6521,2.5,178.375,13583.375,129.5125,金迪花园,8
354,5990.3,2.2,103.56,13561.1,75.2,北基地建设家园,10
995,4869.857143,2,114.0142857,13557.71429,84.07285714,监狱宿舍北区,7
689,6930.909091,2.545454545,188.8,13551.18182,139.9018182,政协小区,11
632,6466.166667,2.333333333,128.8333333,13548.33333,98.98166667,市直机关宿舍五号区,6
1000,8693.909091,3.090909091,154.9090909,13528.36364,117.1818182,盛和嘉园,11
747,5812.166667,2,134.8333333,13524.83333,99.43666667,晨巍佳欣二期,6
72,9590.285714,3,138.2857143,13506,102.5714286,世新园,7
67,8246.428571,3,151.4285714,13493,108.7142857,上湖名郡,7
1150,4680.388889,2,74.19444444,13462.72222,55.11111111,纸厂宿舍,18
150,2208,1,91,13439,67.71,书香茗苑,7
524,9318.269231,3.076923077,88.66923077,13431.03846,66.00769231,大慈阁小区,26
618,4431.5,2,89.75,13399.83333,67.83333333,市外贸宿舍,6
627,1930,1,113.1527778,13374.25,85.00527778,市民宿舍,36
688,1752.857143,1,107.1428571,13365.57143,83.02857143,振兴里小区,7
1304,9353.366667,3,123.8266667,13332.63333,93.48033333,金昌西小区,30
874,11714.33333,4,83.05,13286.41667,70.02916667,汇博上谷大观,12
1256,8295.307692,3,123.5230769,13261.07692,93.24423077,西苑小区,26
1352,5670.5,2,144.6764706,13257.76471,108.9726471,长城公寓,34
856,1922.833333,1,138,13229.5,104.8666667,气象小区,6
1297,1656.354839,1,68.22258065,13218.74194,51.63096774,金叶小区,31
1046,11461.33333,4,59.33333333,13214.5,46.16666667,碧桂园悦公馆,6
1157,8910.045455,3.090909091,155.3663636,13203.02273,115.8725,维多利亚夏郡,44
638,9160.767442,3,79.44186047,13186.81395,60.55581395,师专宿舍,43
974,1516.631579,1,76.35789474,13184.94737,57.81105263,电业局宿舍,19
503,5487.941176,2,80.64117647,13182.29412,61.52941176,地质十三队宿舍,17
408,8666.62963,3,144.8481481,13143.77778,111.3407407,博仕园,27
548,5165.5,2,127.1833333,13126.83333,99.03333333,天籁新城,6
917,7275.92,2.64,152.64,13125,115.42,源盛嘉禾A区,25
417,1627.291667,1,91.9,13111.25,72.57416667,卫校宿舍,24
1279,5212.166667,2,91.25,13103.33333,69.33333333,邮电宿舍(七一中路),6
204,1892.5,1,81.075,13102.90625,61.950625,保定卷烟厂生活区A区,32
514,5643.933333,2,93.76,13096.06667,71.53333333,外贸宿舍(朝阳路),15
398,6734,2.333333333,83.2,13065,63.58333333,南基地省建宿舍,12
797,4524.230769,1.846153846,137.8307692,13055.07692,103.7323077,未来花郡,13
845,5738.25,2,197.25,13047.125,151.18125,欣园社区,8
1148,1566.903846,1,126.65,13045.88462,94.62903846,红阳小区,52
397,6074.958333,2.166666667,82.75416667,13022.33333,64.16666667,南基地小区,24
1293,1665.96,1,131.756,13020,103.5124,金丰花园,25
613,8587.95,3,103.7,12992.05,79.5895,市三医院生活区(东院),20
237,8346.909091,3,108.7818182,12991.72727,83.63636364,保运宿舍,11
808,5549.25,2,87.5,12989.25,67.5,染厂宿舍,8
217,5196.833333,2,79.33333333,12988.66667,61.2,保定毛纺织厂第二生活区,6
107,9186.575758,3.090909091,84.52575758,12983.0303,65.74954545,中华小区一区,66
1285,5577.545455,2.181818182,128.2,12930.72727,98.14090909,邮电小区(向阳北大街),11
947,5976.230769,2,71.01538462,12917.84615,54.98769231,物探小区,13
1191,5439.413043,2.043478261,77.58043478,12899.32609,60.23695652,花园里小区,46
694,8875.461538,3,77.27692308,12879.23077,60,文化局宿舍,13
658,7722.666667,3,80.96666667,12876.33333,63.26666667,建华小区,6
640,1643,1,121.5833333,12845,93.83333333,干休所宿舍,6
29,7261.611111,2.555555556,114.1666667,12824.66667,88.57,万和城A区,18
1066,1443.761905,1,143.847619,12822.90476,112.9685714,秀兰家园,21
83,8576.444444,3,102.8333333,12814.11111,80.82444444,东方云顶,9
944,5571.857143,2,76.78571429,12805.85714,60.35714286,爱民社区,7
1254,8513.785714,3,152.9595238,12802,122.6214286,西苑北小区,42
473,5496.5,2,87.05,12799.75,68.5625,四八二二区,8
1229,1551.811594,1,113.5288406,12790.23188,89.18681159,裕丰三期,69
1301,7973.5,3,96.0875,12787.25,74.4375,金昌小区东区,8
125,5121.285714,2.142857143,65.41428571,12783.35714,50.21428571,中诚碧桂园璟公馆,14
139,5623.294118,2,96.9,12782.64706,76.52941176,乐凯第三生活区,17
1169,13134.4,4,114.8,12782.4,89.595,美澜湾,10
1194,5955.333333,2.166666667,109.3333333,12780.75,85.60833333,花园里菊园,12
328,5595.185185,2,98.72592593,12744.44444,76.6637037,化纤东生活区,27
1071,5737.939394,2.060606061,122.2969697,12738.27273,97.69545455,秀兰康欣园北区,33
883,8683.416667,3,87.75,12736.58333,69.1225,河北安装生活区,12
940,5496.5,2,80.5,12731.375,63.4575,燃料总公司宿舍,8
504,1652.875,1,64.7125,12730.5625,50.83125,地运公司宿舍,16
558,8909.166667,3,148.1666667,12721,113.6666667,学府花园,6
262,2030.846154,1,92.30769231,12711.61538,74.45384615,八一小区,13
1319,8949.692308,3,104,12708.84615,81.82923077,鑫丰小区,13
1141,1643.363636,1,79.28060606,12702.12121,62.67272727,红星小区,33
1074,1805.632911,1.025316456,129.4367089,12701.94937,102.315443,秀兰康泽园南区,79
977,5712.684211,2,71.48947368,12688.73684,56.38421053,电化厂宿舍,19
1178,4228.5,2,95,12685,74.89,职教中心宿舍,6
110,9185.703704,3,91.6437037,12672.62963,72.57037037,中华小区二区,27
170,966,1,97.88888889,12670.66667,77.94444444,交警支队宿舍,9
985,5857.222222,2,70.22222222,12669.44444,55.31777778,电院小区,9
992,5962.166667,2,102.5,12663.16667,81.66666667,百花电业小区,6
971,5205.795455,2,72.78409091,12651.97727,57.82431818,田野宿舍,44
637,8872.894737,3,114.2684211,12616.21053,91.87526316,帅府小区,19
165,1842.375,1,104.8958333,12575.41667,83.56333333,五金宿舍(利农胡同),24
973,11415.53846,4,131.5384615,12568.30769,105.8907692,电业小区,13
414,4876.473684,2,129.9421053,12565.68421,102.0526316,博鑫青年城,19
240,10244.87879,3.681818182,135.3974242,12552.15152,107.5513636,假日丽城,66
1366,9184.972603,3.095890411,130.0917808,12548.68493,103.8573973,阳光盛景,73
264,5752.52381,2,89.65714286,12546.42857,71.0547619,公交园小区,21
549,2013.95,1,108.2833333,12535.88333,87.37083333,天马小区,60
1193,4933.227273,2,116.5409091,12526.04545,93.87272727,花园里梅兰菊社区,22
1300,8655.909091,3,104.9681818,12514.5,83.75045455,金昌小区,22
513,1202.5,1,86.75,12509.625,69,外贸宿舍,8
1072,5439.927536,2.028985507,148.8782609,12504.76812,121.8026087,秀兰康欣园南区,69
143,2292,1,77.5,12493,62.515,九三宿舍,8
496,2307.416667,1,356.5833333,12492.5,285.3583333,地中海(别墅),12
1386,8408.041667,2.979166667,111.0666667,12487.0625,89.835,青竹园,48
1214,1702.122449,1,67.66734694,12475.30612,54.55714286,莲池南大街西区,49
161,3992.272727,2,69.04545455,12466.54545,55,五四三厂宿舍,11
751,7711.125,3,80.5875,12461.625,64,晨苑小区,8
421,8818.244444,3.022222222,77.75777778,12445.37778,62.56266667,双彩小区,45
1234,1996.68,1,113.2592,12442.04,91.4952,裕丰家园二期,25
62,5722.142857,2.142857143,150.4857143,12436.57143,121.2857143,上林熙园,7
1275,1701.73913,1,86.21521739,12414.95652,68.88434783,运输一公司宿舍,46
1031,4871.571429,2,85.71428571,12361,68.15428571,石油化工厂宿舍,7
1380,2365.285714,1,82.32857143,12354.57143,65.55714286,雪香花园,7
738,5132,2,138.5,12343,113.6825,星光佳园,8
1356,1353.375,1,92.5,12338.375,75.625,长城宿舍(长城南大街),8
166,1681.166667,1,113.75,12336.66667,94.58333333,五金站宿舍楼,6
752,9125.047619,3.238095238,144.8095238,12324.66667,117.1666667,普兰庭,21
422,7841.285714,3,77.42857143,12323.57143,62.82,双胜街315号院小区,7
1008,9938.823899,3.421383648,126.1813208,12314.88679,102.2149057,直隶新城,159
895,6012.411765,2,107.0705882,12307.88235,87.01117647,洪恩尚品,17
455,5301.009804,2.098039216,110.1343137,12287.89216,89.66470588,和美鑫苑,102
477,5459.538462,2,67.26923077,12285.84615,54.96153846,四里营小区,13
433,5062.444444,2,132.6666667,12278.44444,108.0544444,吉翔园小区,9
661,5968.875,2,125.0625,12259.375,102.949375,建安三公司宿舍,16
75,8766.833333,3,59.66666667,12252.83333,49,东元宝,6
259,11040.5,3.625,189.625,12238,148.33125,光阳小区,8
289,8485.833333,3,75,12237.16667,61.83333333,农技校宿舍,6
470,1825.555556,1,64.05555556,12229.44444,53,四一七大院,9
636,8320.8,3,69.88666667,12221.4,58,市粮食局宿舍,15
1332,4109.375,1.75,67.875,12208.75,56.25,铁路二房舍,8
30,7287.222222,2.444444444,104.2888889,12177.88889,83.08666667,万和城B区,9
1190,5172.714286,2,101.4,12127.85714,86.28571429,花园里兰园,7
964,8576.714286,3,81.74285714,12125.07143,67.41214286,琅瑚街小区,14
635,7985.025,3,70.7775,12100.4,59.15,市税务局宿舍,40
818,5386.909091,2,69.85454545,12095.86364,57.72409091,棉纺十栋楼,22
471,1803.230769,1,84.30769231,12065.84615,69.44153846,四中宿舍,13
1263,8351.44,3,134.208,12055.04,111.3452,豪景铭居,25
263,1972.555556,1,79.43055556,12044.02778,65.90888889,八中宿舍,36
604,8659.909091,2.818181818,67.78636364,12038.63636,55.97272727,工行宿舍(恒祥南大街),11
480,5307.75,2,115.375,12005.58333,95.95833333,园林府邸,12
349,5002.571429,2,137.8285714,11996,116.7142857,北京铁路局车务段保定铁路房舍,7
1334,5433.428571,2,75,11993.71429,61.85714286,铁路十二房舍,7
1052,4513.7,1.9,151.5,11989.8,124,祥和园,10
901,11897.41667,4,111,11988.83333,92.75083333,浩正美澜湾,12
63,7222.0625,2.5625,116.76875,11985.1875,99.023125,上林风景,16
382,5583.021053,2.247368421,133.3266316,11980.98947,111.0496316,华中假日丽城,380
1073,6612.25,2.25,128.1875,11964.375,108.37625,秀兰康泽园北区,8
819,5702.111111,2,80.88888889,11958.66667,67.94444444,棉纺厂宿舍,18
537,5505.368421,2,96.36842105,11956.10526,80.98263158,天威北社区,19
329,5135.285714,2,68.2,11942.78571,57.25,化纤西区,14
419,8882.754386,3,73.34298246,11930.51754,61.61070175,双井小区,114
1230,1183.333333,1,144.6666667,11920.33333,119.3333333,裕丰家园一期,6
499,4596.733333,2,83.84,11902.4,70.66666667,地建小区,15
330,4508.714286,2,68.57142857,11899.57143,57.78571429,化纤西生活区,7
1209,8777.435897,3.085470085,117.1598291,11893.12821,97.83145299,荣联天下城,117
991,5380.214286,2,85.86428571,11869.07143,73.68214286,百花小区,14
190,8280.5,3,123.6666667,11860,105.9033333,传输局宿舍,6
1336,1672.111111,1,69.92222222,11858,59.03333333,铁路宿舍(史庄街),9
1354,2231.6,1,62.38,11806.1,53.136,长城南大街210号院,10
1311,1970,1,121.3833333,11803.66667,102.34,金都花园,6
38,7709.166667,2.666666667,70.83333333,11794.33333,61.5,万和奥城,6
993,1925.722222,1,68.90555556,11788,58.38888889,百货站宿舍,18
181,5555.285714,2,65.25714286,11786,55.36285714,京电北院,7
717,8322.95,3,69.789,11777.85,59.435,新华村小区,20
1020,1185.692308,1,89.76923077,11758.53846,75.53538462,省医院宿舍(普庆路),13
945,8638.081081,3.027027027,126.5351351,11747.48649,107.7254054,爵仕豪园,37
720,4576,2,84.37333333,11722.26667,72.53333333,新市区政府宿舍,15
639,9186,3.166666667,137.75,11716.66667,117.1666667,帝景欧洲,6
692,7794.833333,3,93.05,11680.33333,80.405,教委宿舍(红阳大街),6
25,8873.571429,3.142857143,113,11668.28571,97.57142857,万博园小区,7
614,4672.833333,2,154,11666.66667,134.6666667,市三建公司宿舍,6
1415,5037.928571,2,113.2857143,11632.71429,95.35928571,香溪茗苑,14
257,4370.722222,2,109.4444444,11625.44444,94.19444444,光明小区,18
1345,6027.7,2,84.8,11624.8,74.594,铸机厂宿舍,10
1267,6663.142857,2.285714286,66.78571429,11600.57143,57.59571429,贸易局宿舍,7
256,2021.4,1,80.715,11597.85,70.795,光华小区,20
1103,1794.92,1,109.44,11586.64,94.9528,秀兰裕丰新区,25
788,7745.375,3,119.1125,11541.875,100.375,未来城A区,16
1325,1997.1,1,55.58,11529.1,48.5,针织厂宿舍,10
100,8549.857143,3,58.6,11526.71429,50.64714286,东进巷小区,7
583,4399.09375,2,63.95,11516.25,55.75,富祥小区,32
804,1061.857143,1,99,11495.57143,86.58428571,杨庄小区,7
800,1470.071429,1,66.5,11438.07143,57.98428571,朱家园,14
28,12829,4,111,11425.58333,96.09583333,万和城,12
99,1972.526316,1,108.2947368,11418.89474,94.93157895,东祥小区西区,19
216,5445.333333,2,55.67777778,11414.22222,48.88888889,保定毛纺织厂第一生活区,9
659,1523.185185,1,109.8685185,11411.74074,95.8712963,建园小区,54
45,10322.40741,3.407407407,80.6037037,11409.74074,69.59407407,万和蓝山,27
413,6469.833333,2.333333333,101.0666667,11386.83333,88.75,博鑫翰城,6
423,8982.5,3,69.81333333,11343.5,61.625,双胜街小区,6
532,8262.4,3,65.30666667,11338.93333,57.53933333,大纪家社区,15
1222,2024.122581,1.077419355,105.2374194,11333.16129,92.88425806,蓝湖郡,155
581,5755.433333,2,92.96,11325.2,82.63966667,富昌园,30
1147,2503,1,74.5,11321.33333,64.66666667,红联小区,6
1099,11599.94444,3.677777778,111.9974444,11305.16667,100.1691111,秀兰花漫里,90
1283,732,1,74.0375,11302,63.71875,邮电宿舍(裕华东路),8
1347,1697.736842,1,125.1768421,11291.01053,109.4904211,锦绣城,95
1030,1673.285714,1,56.28571429,11266.85714,49.95714286,省防疫站宿舍,7
1395,8406.9375,3,108.8125,11250.625,96.875,领秀世纪城,16
1130,8985.230769,3,78.44615385,11225.61538,70.15384615,紫河套小区,13
434,6088.16,2.32,111.8452,11223.04,100.8388,同美生活区,25
857,1499.1,1,120.68,11173.5,107.361,气象局宿舍,10
1348,1388.39779,1,123.1303867,11154.14917,109.2453039,锦绣城二期,181
1083,12718.33333,3.833333333,56.83333333,11130.5,51.01666667,秀兰时代广场苹果社区,6
766,5773.75,2,100.4166667,11115.83333,90.55833333,朝阳小区,12
308,10870.33333,3.666666667,113.4444444,11110,101.4444444,利家心领地,9
1142,1498.413793,1,90.75862069,11103.2069,81.7,红星小学宿舍,29
1365,5037,2,123.275,11097.5,111.63625,阳光水岸,16
492,5125.25,2,161.6166667,11070.04167,146.2083333,国税局宿舍,24
1177,1440.722222,1,62.42222222,11011.88889,56.59333333,老建华小区,18
1201,5684.092593,2.111111111,82.88148148,11004.31481,74.6537037,苏堤杭城,54
1088,8684.225806,3.032258065,108.3232258,10988.25806,98.8916129,秀兰湾,31
1055,6014.777778,2.416666667,80.56944444,10971.52778,74.82694444,秀兰u100,36
598,6713,2.375,104.4375,10966.25,95.25,工商局宿舍,8
1397,8790.842105,3.105263158,103.9789474,10923.42105,94.25789474,领秀紫晶城,19
1062,1908.166667,1,109.2083333,10895.75,99.44,秀兰城市美地,24
1393,5582.375,2,78.125,10889.125,71.875,韩西小区,8
695,1978.466165,1,106.0665789,10884.07895,97.07898496,文津花园,266
53,2177.5,1,104.95,10838.3,96.919,三丰路小区,10
176,7759.4,2.9,108.9,10828.5,105.1,交通局宿舍(时代路),10
1021,1342.785714,1,67.3,10798.92857,62.02428571,省医院宿舍(红旗南大街),14
686,5344.875,2.125,64.175,10794.625,59.75,房管局宿舍,8
953,12675.85185,3.962962963,118.2592593,10764.7037,109.8740741,玉兰湾,27
648,1365.181818,1,87.90909091,10757.45455,83.45454545,府河美岸,11
465,1988.69697,1.090909091,104.369697,10756.81818,98.94060606,哈罗城西区,33
1298,1758.428571,1,63.42857143,10751.85714,59.06714286,金庄小区,7
1069,11179.52941,3.705882353,111.4117647,10735.64706,101.1729412,秀兰尚都,17
1268,7066.363636,2.545454545,94.5,10710.09091,92.44909091,赢佳立源,11
1196,12989.13043,3.956521739,114.5608696,10672.86957,106.4930435,花漫里,23
254,1432.875,1,63.47083333,10665.66667,59.38083333,先锋机械厂宿舍,24
78,1442.285714,1,56.76857143,10665.42857,54.17714286,东升街50号院,35
1278,2252.5,1,83.00555556,10660.27778,78.11111111,通联小区,18
1257,2273.909091,1,92.07272727,10609.72727,86.71636364,西街小区,11
1378,2101.0625,1,86.5,10605.875,81.5,隶都景苑,16
1155,1222.4,1,99.45333333,10562.9,94.03333333,维多利亚上院,30
950,6548.086207,2.413793103,109.9422414,10519.34483,104.7137931,状元新府,58
876,4096.666667,2,89.44444444,10500,88.88888889,汇博上谷大观(商住楼),9
394,1956.0625,1,103.975,10498.625,99.79125,华舜学府,16
445,9630.888889,3.333333333,51.22222222,10409.11111,49.53222222,向阳驿,9
1090,9834.875,3.125,94.5,10367.5625,91.30125,秀兰湾B区,16
1094,4259,1.428571429,53,10345.42857,51.04,秀兰生活广场,7
405,1768.32,1.04,99.386,10329.50667,96.5132,南湖春晓,75
40,7330.201807,2.536144578,89.40301205,10289.79518,86.85415663,万和春天,332
1413,12541.88889,4,65,10281,63.2,香溪名门loft跃层,9
463,6590.428571,2.428571429,102.1428571,10239,99.92857143,哈罗城东区,7
900,4784.538462,2,84.64615385,10218.69231,79.37846154,浩正美林湾,13
1063,6815.38806,2.567164179,105.4567164,10172.89552,101.8828358,秀兰城市美居,67
155,1405.333333,1,59.89166667,10168.16667,57.36333333,二道桥街小区,12
682,2255.625,1,78,10165.625,77.265,悦水澜亭,8
77,8616.333333,3,58.5,10126.66667,57.89333333,东升小区,6
750,12747.33333,4,91.45,10081,91,晨熙佳苑,12
1324,1177.176471,1,168.7058824,10069.11765,169.1058824,鑫达城(别墅),17
241,12339.66667,3.833333333,68.16666667,10000.83333,65,假日丽舍,6
615,4866.625,1.875,171.975,9998.375,172,市三建宿舍,8
1409,12407.42683,3.951219512,56.85243902,9924.5,57.58914634,香溪名汇,82
48,8737.866667,3,88.28,9902.866667,88.84666667,万象国际,15
683,1624.774194,1,94.32258065,9844.129032,96.57193548,悦水澜庭,31
1195,8602.857143,3,60.15714286,9801.571429,61.28571429,花椒园小区,7
95,8601.363636,3,146.7727273,9698.909091,146.5454545,东湖庄园A区,11
807,1529.833333,1,103.1666667,9673.166667,107.2333333,枫林花溪,6
43,12436.42857,4,86.88571429,9653.714286,90,万和春天住区,7
794,8588.333333,3.166666667,59.83333333,9534,63.40333333,未来石,6
853,9106.96875,3.052083333,97.80875,9506.28125,102.8980208,民生和院,192
749,8999.666667,3.333333333,81.25,9475.5,85.83333333,晨曦佳苑,6
116,11843.23077,4,46.47461538,9433.615385,48.75538462,中央公馆,13
258,8465.142857,2.857142857,40.28571429,9399,42.71428571,光达e时代,7
1171,9325.166667,3.333333333,42.49166667,9356.083333,45.0125,翠园公寓,12
609,11802,4,59.16666667,9354.333333,63.3,巨微国际大厦,6
460,12485.32,4,99.74,9305.96,107.1352,和院,25
1350,1189.47619,1,78.01428571,9234.47619,83.70761905,锦绣鑫城,21
468,2197.135135,1.162162162,91.97567568,9174.405405,99.65405405,嘉森理想城,37
736,13286.0625,4,80.5,9087.375,88.625,旺居花园,16
608,11346.64706,3.882352941,44.19411765,9033,48.47764706,巨微国际,17
743,7631.246575,2.602739726,94.23808219,8994.534247,104.9271233,昭华锦城A区,73
459,13463.11111,4,43.22222222,8896.666667,48.66666667,和道国际,9
1320,1888.727273,1,51.59090909,8895.090909,58.29909091,鑫丰近水庭院,11
737,8492.962963,3.037037037,86.03703704,8790.259259,97.8662963,明珠佳苑,27
243,10591.875,3.375,48.1625,8766.1875,54.6875,假日云鼎,16
893,1882.958333,1.125,88.0625,8588.25,102.1089583,泰和福地水岸,48
813,11990.26316,4,54.91894737,8546.736842,62.03105263,梦立方,19
27,9754.923077,3.538461538,47.92307692,8423.846154,56.92307692,万和公寓,13
959,13204.14286,4,84.14285714,8390,100.3571429,玖园,7
577,11820.46154,4,62.55,8300.846154,73.27692308,容大梦立方,26
933,9368.857143,3.142857143,49.5,8275.142857,59.62571429,炫彩SOHO,7
